Africa	アフリカ
Edgar Cayce	エドガー・ケイシー
Antonius Pigafetta	アントニオ・ピガフェッタ
Chevy Chase	チェビー・チェイス
Petrus Dinklage	ピーター・ディンクレイジ
Gulielmus Walton	ウィリアム・ウォルトン
Franciscus Langella	フランク・ランジェラ
Thomas Lauren Friedman	トーマス・フリードマン
Rasmus Christianus Rask	ラスムス・ラスク
Brad Bird	ブラッド・バード
Cha Du-ri	車ドゥリ
Marius Lewandowski	マリウシュ・レヴァンドフスキ
Rama I (rex Siamensis)	ラーマ1世
Henricus Paulson	ヘンリー・ポールソン
Andreas Pisanus	アンドレア・ピサーノ
Nicolaus Gumilëv	ニコライ・グミリョフ
Kléberson	ジョゼ・クレベルソン
Danko Lazović	ダンコ・ラゾビッチ
Borises I (rex Bulgariae)	ボリス1世
David Crockett	デイヴィッド・クロケット
Pisanus	ピサネロ
Parkia speciosa	ネジレフサマメノキ
Jeff Bennett	ジェフ・ベネット
Ioannes Blow	ジョン・ブロウ
Henricus Victor Regnault	アンリ・ヴィクトル・ルニョー
Arturus da Silva Bernardes	アルトゥール・ベルナルデス
Desmond Morris	デズモンド・モリス
Ioannes David Ashcroft	ジョン・アシュクロフト
Ioachim Maria Machado de Assis	マシャード・デ・アシス
Date Masamune	伊達政宗
Franciscus Redi	フランチェスコ・レディ
Junichi Inamoto	稲本潤一
Earl Warren	アール・ウォーレン
Chen Guangcheng	陳光誠
Georgius Papandreu (1888-1968)	ゲオルギオス・パパンドレウ
Robertinus Cook	ロビン・クック
Papilio (genus)	アゲハチョウ属
Washington Luís Pereira de Sousa	ワシントン・ルイス
Philippus Iacobus Spener	フィリップ・シュペーナー
Daniel Burley Woolfall	ダニエル・ウールフォール
Titus Labienus	ティトゥス・ラビエヌス
Paulus Broca	ピエール・ポール・ブローカ
Ioannes Straw	ジャック・ストロー
Ioannes Connally	ジョン・コナリー
Samuel Elliott	サム・エリオット
Franklinus Oz	フランク・オズ
Henricus Bolaños Geyer	エンリケ・ボラーニョス
Ioannes Michael Bishop	J・マイケル・ビショップ
Nicolaus Kalinić	ニコラ・カリニッチ
Ioannes Iosephus Fux	ヨハン・ヨーゼフ・フックス
Alexander Dargomyžskij	アレクサンドル・ダルゴムイシスキー
Antoninus Reicha	アントニーン・レイハ
Ioannes Vargas	フアン・マヌエル・バルガス
Ioannes Fouquet	ジャン・フーケ
Franciscus Danzi	フランツ・ダンツィ
Guadalupe Victoria	グアダルーペ・ビクトリア
Iulius Maria Sanguinetti	フリオ・マリア・サンギネッティ
Ioannes Velasco Alvarado	フアン・ベラスコ・アルバラード
Ludovicus Cabral	ルイス・カブラル
Franciscus de Miranda	フランシスコ・デ・ミランダ
Albertus VII (archidux Austriae)	アルブレヒト・フォン・エスターライヒ (1559-1621)
Brent Spiner	ブレント・スパイナー
Nicolaus Dobroljubov	ニコライ・ドブロリューボフ
Georgius Ostrogorsky	ゲオルク・オストロゴルスキー
Barringtonia asiatica	ゴバンノアシ
Antonius Franciscus Prévost	アントワーヌ・フランソワ・プレヴォ
Pherecydes Syrius	シュロスのペレキュデース
Ioannes Mičurin	イヴァン・ミチューリン
Ictinus	イクティノス
Coemgenus Zegers	ケヴィン・ゼガーズ
Dominicus Vega	アメリコ
Saki	サキ (小説家)
Alfredus Ludovicus Kroeber	アルフレッド・L・クローバー
Catholicus (notio)	カトリック (概念)
Aruna Dindane	アルナ・ディンダン
Ioshua Kennedy	ジョシュア・ケネディ
Antonius Caldara	アントニオ・カルダーラ
Ericus Johnson	エリック・ジョンソン
Hasdrubal (mortuus 221 a.C.n.)	ハスドルバル (ハミルカルの娘婿)
Franciscus Geminiani	フランチェスコ・ジェミニアーニ
Orrorin tugenensis	オロリン
Flavius Iulius Crispus	クリスプス
Stephanus Iversen	ステファン・イヴェルセン
Gustavus Charpentier	ギュスターヴ・シャルパンティエ
Franciscus Landini	フランチェスコ・ランディーニ
Michael Ignatieff	マイケル・イグナティエフ
Georgius Agamben	ジョルジョ・アガンベン
Hasdrubal	ハスドルバル
Franciscus Nero	フランコ・ネロ
Adli Ewing Stevenson II	アドレー・スティーブンソン
Vitis labrusca	ラブルスカ種
Titus Pomponius Atticus	ティトゥス・ポンポニウス・アッティクス
Ioannes Dalberg Acton	ジョン・アクトン
Nicolaus Rubinstein	ニコライ・ルビンシテイン
Fuad II (rex Aegypti)	フアード2世 (エジプト王)
Iosephus Ungaretti	ジュゼッペ・ウンガレッティ
Amalricus I (rex Hierosolymitanus)	アモーリー1世 (エルサレム王)
Ioannes Alphonsus Borelli	ジョヴァンニ・ボレリ
Willelmus Tyrensis	ギヨーム・ド・ティール
Fuad I (rex Aegypti)	フアード1世 (エジプト王)
Patricius Henry	パトリック・ヘンリー
Marcus Berg	マルクス・ベリ
Rolandus Gibbons	オーランド・ギボンズ
Matthaeus Booth	マシュー・ブース
Eulalius	エウラリウス (対立教皇)
Hilarion Alfeev	イラリオン (アルフェエフ)
Fridericus Hrozný	ベドジフ・フロズニー
Hong Yong-jo	洪映早
Rogerius Casement	ロジャー・ケースメント
Rob Paulsen	ロブ・ポールセン
Polyperchon	ポリュペルコン
Isaac Merritt Singer	アイザック・メリット・シンガー
Constantinus Metsotaces	コンスタンディノス・ミツォタキス
Alexius Tsipras	アレクシス・ツィプラス
Ioannes Bilibin	イヴァン・ビリビン
Georgius Bidault	ジョルジュ・ビドー
Mauritius Couve de Murville	モーリス・クーヴ・ド・ミュルヴィル
Aemilius Colombo	エミリオ・コロンボ
Maynor Figueroa	マイノル・フィゲロア
Henricus Fairfield Osborn	ヘンリー・フェアフィールド・オズボーン
Gunnar Asplund	グンナール・アスプルンド
Iosephus Ferrer	ホセ・フェラー
Aristarchus Samothracenus	サモトラケのアリスタルコス
Thomas Hollander	トム・ホランダー
Ricardus Plantagenista (dux Eboracensis)	リチャード・プランタジネット (第3代ヨーク公)
Ioannes Vogel (pedilusor)	ヨハン・フォーゲル
Marani	マラーノ
Andreas Samuel Griffith	アンディ・グリフィス
Antonius Gehrels	トム・ゲーレルス
Iacobus Demy	ジャック・ドゥミ
Wilson Pickett	ウィルソン・ピケット
Thomas Voeckler	トマ・ヴォクレール
Antonius Judt	トニー・ジャット
Alanus Corneau	アラン・コルノー
Christophorus Judge	クリストファー・ジャッジ
Ioannes Gentile	ジョヴァンニ・ジェンティーレ
Cosimus II Medices	コジモ2世
Paulus Borsellino	パオロ・ボルセリーノ
Alphonsus V (rex Aragoniae)	アルフォンソ5世 (アラゴン王)
Franciscus I (rex Utriusque Siciliae)	フランチェスコ1世 (両シチリア王)
Marcus Claudius Marcellus	マルクス・クラウディウス・マルケッルス
Salvator Riina	サルヴァトーレ・リイナ
Bruno Cartusiensis	ケルンのブルーノ
Vincentius Nibali	ヴィンチェンツォ・ニバリ
Iosephus Di Stefano	ジュゼッペ・ディ・ステファーノ
Ferdinandus I (rex Utriusque Siciliae)	フェルディナンド1世 (両シチリア王)
Ioannes Scylitzes	ヨハネス・スキュリツェス
Iulianus da Sangallo	ジュリアーノ・ダ・サンガッロ
Bonifacius (rex Thessalonicae)	ボニファチオ (モンフェラート侯)
Adelardus Bathensis	バースのアデラード
Alexander Lukovic	アレクサンダル・ルコヴィッチ
Marius Bolatti	マリオ・ボラッティ
Henricus Stuart, dominus Darnley	ヘンリー・ステュアート (ダーンリー卿)
Barry Ferguson	バリー・ファーガソン
Franciscus de Vitoria	フランシスコ・デ・ビトリア
Gulielmus Buckland	ウィリアム・バックランド
Thomas Bolenus	トマス・ブーリン
Cleph (rex Langobardarum)	クレーフィ
Andreas Oper	アンドレス・オペル
Angelus Secchi	アンジェロ・セッキ
Aulus Cornelius Celsus	アウルス・コルネリウス・ケルスス
Attalus II	アッタロス2世
Slia	シュライ湾
Ioannes Fletcher	ジョン・フレッチャー (劇作家)
Philetaerus	フィレタイロス
Leonidas Gajdaj	レオニード・ガイダイ
Venceslaus Tichonov	ヴャチェスラフ・チーホノフ
Nicolaus Miklucho-Maclay	ニコラス・ミクルーホ＝マクライ
Henricus Pirenne	アンリ・ピレンヌ
Florellus LaGuardia	フィオレロ・ラガーディア
Ioannes Lubbock	ジョン・ラボック
Arthurus Boka	アルトゥール・ボカ
Marcus Bresciano	マーク・ブレッシアーノ
Lee Young-pyo	李榮杓
Stuart Holden	スチュアート・ホールデン
Martinus Jørgensen	マルティン・ヨルゲンセン
Karim Matmour	カリム・マトムール
Sergius Semak	セルゲイ・セマク
Hironobu Sakaguchi	坂口博信
Ian Kershaw	イアン・カーショー
Soul Kitchen	ソウル・キッチン
Marcellus del Pilar	マルセロ・ヒラリオ・デル・ピラール
Megasthenes	メガステネス
Asvaghosus	馬鳴
Jeff Bezos	ジェフ・ベゾス
Iacobus Macpherson	ジェイムズ・マクファーソン (詩人)
Gulielmus Lamb	ウィリアム・ラム (第2代メルバーン子爵)
Robertus Banks Jenkinson	ロバート・ジェンキンソン (第2代リヴァプール伯爵)
Gulielmus Petty	ウィリアム・ペティ (第2代シェルバーン伯)
Henricus Addington	ヘンリー・アディントン
Ioannes Banks	イアン・バンクス
Augustus Henricus Fitzroy	オーガスタス・フィッツロイ (第3代グラフトン公)
Constitutio Antoniniana	アントニヌス勅令
Claudius Ludovicus Berthollet	クロード・ルイ・ベルトレー
Fridericus Ioannes Robinson	フレデリック・ロビンソン (初代ゴドリッチ子爵)
Robertus II (rex Scotiae)	ロバート2世 (スコットランド王)
Fridericus North	フレデリック・ノース
Gulielmus I (rex Scotiae)	ウィリアム1世 (スコットランド王)
Ioannes Wright	イアン・ライト
Gulielmus Wyndham Grenville	ウィリアム・グレンヴィル
Marcus Cassianus Latinius Postumus	ポストゥムス
Salvator Adamo	サルヴァトール・アダモ
Laurentius II Medices	ロレンツォ2世・デ・メディチ
Hadrianus Willaert	アドリアン・ヴィラールト
Marcus Tardelli	マルコ・タルデッリ
Alexander Rodčenko	アレクサンドル・ロトチェンコ
Nicolaus Liedholm	ニルス・リードホルム
Robertus Adam	ロバート・アダム
Amadeus VIII (dux Sabaudiae)	フェリクス5世 (対立教皇)
Robertus Cousy	ボブ・クージー
Petrus van Hooijdonk	ピエール・ファン・ホーイドンク
Gaius Mucius Scaevola	ガイウス・ムキウス
Jamel Debbouze	ジャメル・ドゥブーズ
Rodulphus Gulielmus Seeldrayers	ルドルフ・ジルドライヤー
Arthurus Drewry	アーサー・ドルリー
Sylvanus Olympio	シルバヌス・オリンピオ
Carolus Emmanuel III (rex Sardiniae)	カルロ・エマヌエーレ3世
Tetricus I	テトリクス1世
Marcellus Lefebvre	マルセル・ルフェーブル
Philippus Miller	フィリップ・ミラー (園芸家)
Victorius Amadeus III (Sabaudiae)	ヴィットーリオ・アメデーオ3世
Euclides Megareus	メガラのエウクレイデス
Carolus Felix (Sabaudiae)	カルロ・フェリーチェ・ディ・サヴォイア
Iacobus Carissimi	ジャコモ・カリッシミ
Ioannes Law	ジョン・ロー
Robertus Penn Warren	ロバート・ペン・ウォーレン
Irving Fisher	アーヴィング・フィッシャー
Ioannes Diaz de Solis	フアン・ディアス・デ・ソリス
Ericus Gualterius Elst	エリック・エルスト
Iohannes Baptista de La Salle	ジャン＝バティスト・ド・ラ・サール
Mahometus XII (Granata)	ボアブディル
Petrus Andreas Latreille	ピエール・アンドレ・ラトレイユ
Samuel Aba	アバ・シャームエル
Benedictus Marcello	ベネデット・マルチェッロ
Nicolaus Porpora	ニコラ・ポルポラ
Henricus Vieuxtemps	アンリ・ヴュータン
Nicolaus Fouquet	ニコラ・フーケ
Daniel Inouye	ダニエル・イノウエ
Mongkut (rex Siamensis)	ラーマ4世
Carolus Van Vechten	カール・ヴァン・ヴェクテン
Philippus (antipapa)	フィリップス (対立教皇)
Dioscorus (antipapa)	ディオスクルス (対立教皇)
Ioannes Carradine	ジョン・キャラダイン
Nicolaus Jommelli	ニコロ・ヨンメッリ
Alexander Farnesius (dux Parmae et Placentiae)	アレッサンドロ・ファルネーゼ (パルマ公)
Eugenius Pottier	ウジェーヌ・ポティエ
Nonnus	ノンノス
Bonifacius VII	ボニファティウス7世 (対立教皇)
Ottocarus I (rex Bohemiae)	オタカル1世
Petrus Valdes	ピーター・ワルドー
Ahn Young-hak	安英学
Damasus Alonso	ダマソ・アロンソ
Iosephus Pitton de Tournefort	ジョゼフ・ピトン・トゥルヌフォール
Heliodorus	エメサのヘリオドロス
Dominicus West	ドミニク・ウェスト
David McCallum	デヴィッド・マッカラム
DaMarcus Beasley	ダマルカス・ビーズリー
Eddie Albert	エディ・アルバート
Denholm Elliott	デンホルム・エリオット
Herodianus	ヘロディアヌス
Reccaredus (rex Visigothorum)	レカレド1世
Eugenius (imperator)	エウゲニウス
Gnaeus Domitius Corbulo	グナエウス・ドミティウス・コルブロ
Daniel Rutherford	ダニエル・ラザフォード
Iacobus Arminius	ヤーコブス・アルミニウス
Ionathan Edwards	ジョナサン・エドワーズ (神学者)
Ioannes Banville	ジョン・バンヴィル
Thurismundus (rex Visigothorum)	トリスムンド
Hermannus Boerhaave	ヘルマン・ブールハーフェ
Marcus Jacobs	マーク・ジェイコブス
Tiberius Claudius Caesar Britannicus	ブリタンニクス
Venustianus Carranza	ベヌスティアーノ・カランサ
Prajadhipok (rex Siamensis)	ラーマ7世
Quincy Owusu-Abeyie	クインシー・オウス＝アベイエ
Ioannes Arango	フアン・アランゴ
Răzvan Raţ	ラズヴァン・ラツ
Gulielmus Boyce	ウィリアム・ボイス
Karim Ziani	カリム・ジアニ
Ferdinandus IV Tusciae	フェルディナンド4世 (トスカーナ大公)
Leopoldus II Tusciae	レオポルド2世 (トスカーナ大公)
Ioannes Vertonghen	ヤン・フェルトンゲン
Petrus Aponus	アバノのピエトロ
Ioannes Baptista Viotti	ジョヴァンニ・バッティスタ・ヴィオッティ
Renatus Clément	ルネ・クレマン
Gesaleicus (rex Visigothorum)	ゲサリック
Atanagildus (rex Visigothorum)	アタナギルド
Red Buttons	レッド・バトンズ
Vladimirus Šuchov	ウラジーミル・シューホフ
Albertus Santos Dumont	アルベルト・サントス・デュモン
Alpha Oumar Konaré	アルファ・ウマル・コナレ
Modibo Keïta	モディボ・ケイタ
Moussa Traoré	ムーサ・トラオレ
David Foster Wallace	デヴィッド・フォスター・ウォレス
Carolus Evans Hughes	チャールズ・エヴァンズ・ヒューズ
Petrus Carey	ピーター・ケアリー
Hieronymus Kern	ジェローム・カーン
Boris Kustodiev	ボリス・クストーディエフ
Ioannes Coogan	ジャッキー・クーガン
Augustus Pugin	オーガスタス・ウェルビー・ノースモア・ピュージン
Goh Chok Tong	ゴー・チョクトン
Henricus Wilson	ヘンリー・ウィルソン
Salif Keïta	サリフ・ケイタ (ミュージシャン)
Alexius Petri filius	アレクセイ・ペトロヴィチ
Nguyen Du	グエン・ズー
Usucapio	取得時効
Qu Yuan	屈原
Keizō Obuchi	小渕恵三
Ricardus Williamson	リチャード・ウィリアムソン (司教)
Tsoe Giuha	崔圭夏
Bernardus Germanus Stephanus de Lacépède	ベルナール・ジェルマン・ド・ラセペード
Iacobus Kuhn	ヤコブ・クーン
