Afríka	アフリカ
Flokkur:Grísk skáld	Category:ギリシアの詩人
Flokkur:Dönsk skáld	Category:デンマークの詩人
Flokkur:Íslensk skáld	Category:アイスランドの詩人
Flokkur:Lunokhod	Category:ルノホート計画
Flokkur:Írsk skáld	Category:アイルランドの詩人
Flokkur:Sýrland	Category:シリア
Flokkur:Fáveldi	Category:寡頭制
Flokkur:Stærðfræðileg rökfræði	Category:数理論理学
Flokkur:Fólk dáið árið 1945	Category:1945年没
Flokkur:Ítölsk skáld	Category:イタリアの詩人
Flokkur:Fléttufræði	Category:組合せ論
Flokkur:Japönsk skáld	Category:日本の詩人
Flokkur:Kínversk skáld	Category:中国の詩人
Flokkur:Frönsk ljóðskáld	Category:フランスの詩人
Flokkur:Fólk dáið árið 44 f.Kr.	Category:紀元前44年没
Flokkur:101-110	Category:100年代
Flokkur:11-20	Category:10年代
Flokkur:Körfuknattleikur	Category:バスケットボール
Flokkur:Sænskir grasafræðingar	Category:スウェーデンの植物学者
Flokkur:111-120	Category:110年代
Flokkur:1061-1070	Category:1060年代
Flokkur:1141-1150	Category:1140年代
Flokkur:Hollenskir guðfræðingar	Category:オランダの神学者
Flokkur:Fólk dáið árið 1963	Category:1963年没
Flokkur:Þýskir guðfræðingar	Category:ドイツの神学者
Flokkur:121-130	Category:120年代
Flokkur:1321-1330	Category:1320年代
Flokkur:1371-1380	Category:1370年代
Flokkur:131-140	Category:130年代
Flokkur:1833	Category:1833年
Flokkur:Belgar	Category:ベルギーの人物
Flokkur:1381-1390	Category:1380年代
Flokkur:1391-1400	Category:1390年代
Flokkur:141-150	Category:140年代
Flokkur:1431-1440	Category:1430年代
Flokkur:1551-1560	Category:1550年代
Flokkur:1832	Category:1832年
Flokkur:Franskir guðfræðingar	Category:フランスの神学者
Flokkur:161-170	Category:160年代
Flokkur:Þýskir sálfræðingar	Category:ドイツの心理学者
Flokkur:1661-1670	Category:1660年代
Flokkur:Fólk dáið árið 1930	Category:1930年没
Flokkur:1741-1750	Category:1740年代
Flokkur:Austurrískir sálfræðingar	Category:オーストリアの心理学者
Flokkur:191-200	Category:190年代
Flokkur:1841-1850	Category:1840年代
Flokkur:201-210	Category:200年代
Flokkur:21-30	Category:20年代
Flokkur:261-270	Category:260年代
Flokkur:221-230	Category:220年代
Flokkur:231-240	Category:230年代
Flokkur:341-350	Category:340年代
Flokkur:321-330	Category:320年代
Flokkur:31-40	Category:30年代
Flokkur:491-500	Category:490年代
Flokkur:501-510	Category:500年代
Flokkur:51-60	Category:50年代
Flokkur:61-70	Category:60年代
Flokkur:581-590	Category:580年代
Flokkur:541-550	Category:540年代
Flokkur:1822	Category:1822年
Flokkur:71-80	Category:70年代
Flokkur:691-700	Category:690年代
Flokkur:671-680	Category:670年代
Flokkur:91-100	Category:90年代
Flokkur:851-860	Category:850年代
Flokkur:811-820	Category:810年代
Flokkur:841-850	Category:840年代
Flokkur:941-950	Category:940年代
Flokkur:951-960	Category:950年代
Flokkur:991-1000	Category:990年代
Flokkur:Rússneskir stjórnmálamenn	Category:ロシアの政治家
Flokkur:Jól	Category:クリスマス
Flokkur:1. öldin	Category:1世紀
Flokkur:14. öldin	Category:14世紀
Flokkur:Aldir	Category:世紀
Flokkur:13. öldin	Category:13世紀
Flokkur:16. öldin	Category:16世紀
Flokkur:12. öldin	Category:12世紀
Flokkur:2. öldin	Category:2世紀
Flokkur:22. öldin	Category:22世紀
Flokkur:4. öldin	Category:4世紀
Flokkur:5. öldin	Category:5世紀
Flokkur:18. öldin	Category:18世紀
Flokkur:Athugun	Category:観測
Flokkur:6. öldin	Category:6世紀
Flokkur:8. öldin	Category:8世紀
Flokkur:Fólk dáið árið 41 f.Kr.	Category:紀元前41年没
Flokkur:Franskir listmálarar	Category:フランスの画家
Flokkur:2. árþúsundið	Category:2千年紀
Flokkur:1. árþúsundið	Category:1千年紀
Flokkur:Fólk dáið árið 42 f.Kr.	Category:紀元前42年没
Flokkur:Fólk dáið árið 43 f.Kr.	Category:紀元前43年没
Flokkur:Ítalskir blaðamenn	Category:イタリアのジャーナリスト
Flokkur:4. öldin f.Kr.	Category:紀元前4世紀
Flokkur:Fólk dáið árið 46 f.Kr.	Category:紀元前46年没
Flokkur:Dauði	Category:死
Flokkur:Fólk dáið árið 48 f.Kr.	Category:紀元前48年没
Flokkur:Fátækt	Category:貧困
Flokkur:Fötlun	Category:障害者
Flokkur:Ofbeldi	Category:暴力
Flokkur:Forngrískir sagnaritarar	Category:古代ギリシアの歴史家
Flokkur:Nóbelsverðlaunahafar í læknisfræði	Category:ノーベル生理学・医学賞受賞者
Flokkur:Danskir sagnfræðingar	Category:デンマークの歴史学者
Flokkur:Þýskir sagnfræðingar	Category:ドイツの歴史学者
Flokkur:Bandarískir sagnfræðingar	Category:アメリカ合衆国の歴史学者
Flokkur:Tyrkneskir rithöfundar	Category:トルコの著作家
Flokkur:Breskir sagnfræðingar	Category:イギリスの歴史学者
Flokkur:Franskir sagnfræðingar	Category:フランスの歴史学者
Flokkur:Arabía	Category:アラビア半島
Flokkur:Karate	Category:空手道
Flokkur:Skagar	Category:半島
Flokkur:Rússnesk tónskáld	Category:ロシアの作曲家
Flokkur:Frönsk tónskáld	Category:フランスの作曲家
Flokkur:Barokktónskáld	Category:バロックの作曲家
Flokkur:Þýsk tónskáld	Category:ドイツの作曲家
Flokkur:Bresk tónskáld	Category:イギリスの作曲家
Flokkur:Austurrísk tónskáld	Category:オーストリアの作曲家
Flokkur:Ítalskir arkitektar	Category:イタリアの建築家
Flokkur:Víetnamar	Category:ベトナムの人物
Flokkur:Bandarískar skáldsögur	Category:アメリカ合衆国の小説
Flokkur:Ólympíugreinar	Category:オリンピック競技
Flokkur:Danskir eðlisfræðingar	Category:デンマークの物理学者
Flokkur:Pólskir tónlistarmenn	Category:ポーランドのミュージシャン
Flokkur:Fólk dáið árið 8 f.Kr.	Category:紀元前8年没
Flokkur:Fólk dáið árið 12 f.Kr.	Category:紀元前12年没
Flokkur:Ítalskir myndhöggvarar	Category:イタリアの彫刻家
Flokkur:Breskar skáldsögur	Category:イギリスの小説
Flokkur:Hljómborðshljóðfæri	Category:鍵盤楽器
Flokkur:Samræður Platons	Category:プラトンの著作
Flokkur:Bandarískir geimfarar	Category:アメリカ合衆国の宇宙飛行士
Flokkur:Rússneskir eðlisfræðingar	Category:ロシアの物理学者
Flokkur:Forsætisráðherrar Indlands	Category:インドの首相
Flokkur:Breska heimsveldið	Category:イギリス帝国
Flokkur:Austurríki-Ungverjaland	Category:オーストリア＝ハンガリー帝国
Flokkur:Geimferðastofnun Rússlands	Category:ロシアの宇宙開発
Flokkur:Norskir tónlistarmenn	Category:ノルウェーのミュージシャン
Flokkur:Sænskir tónlistarmenn	Category:スウェーデンのミュージシャン
Flokkur:Breskir tónlistarmenn	Category:イギリスのミュージシャン
Flokkur:86 f.Kr.	Category:紀元前86年
Flokkur:Ítalskir tónlistarmenn	Category:イタリアのミュージシャン
Flokkur:Kanadískir tónlistarmenn	Category:カナダのミュージシャン
Flokkur:Franskir tónlistarmenn	Category:フランスのミュージシャン
Flokkur:Bandarískir mannfræðingar	Category:アメリカ合衆国の人類学者
Flokkur:1829	Category:1829年
Flokkur:Forngrískir rithöfundar	Category:古代ギリシアの著作家
Flokkur:Sænskir íþróttamenn	Category:スウェーデンのスポーツ選手
Flokkur:Kínverkir íþróttamenn	Category:中国のスポーツ選手
Flokkur:84 f.Kr.	Category:紀元前84年
Flokkur:Ástralskir rithöfundar	Category:オーストラリアの著作家
Flokkur:Frankfurt	Category:フランクフルト・アム・マイン
Flokkur:Jamaískir íþróttamenn	Category:ジャマイカのスポーツ選手
Flokkur:Héruð í Belgíu	Category:ベルギーの州
Flokkur:Norsk tónskáld	Category:ノルウェーの作曲家
Flokkur:Ítölsk tónskáld	Category:イタリアの作曲家
Flokkur:Finnsk tónskáld	Category:フィンランドの作曲家
Flokkur:Gabonskir stjórnmálamenn	Category:ガボンの政治家
Flokkur:Erfðamengjafræði	Category:ゲノミクス
Flokkur:Fólk dáið árið 322 f.Kr.	Category:紀元前322年没
Flokkur:Gagnagerðir	Category:データ型
Flokkur:Vatnalíffræði	Category:陸水学
Flokkur:Þýskir stjórnmálamenn	Category:ドイツの政治家
Flokkur:Rúmenskir stjórnmálamenn	Category:ルーマニアの政治家
Flokkur:Malavískir stjórnmálamenn	Category:マラウイの政治家
Flokkur:Þýskir tónlistarmenn	Category:ドイツのミュージシャン
Flokkur:Austurrískir verkfræðingar	Category:オーストリアの工学者
Flokkur:Bandarískir stjórnmálamenn	Category:アメリカ合衆国の政治家
Flokkur:81 f.Kr.	Category:紀元前81年
Flokkur:Austurrískir líffræðingar	Category:オーストリアの生物学者
Flokkur:Benínskir stjórnmálamenn	Category:ベナンの政治家
Flokkur:Austurrískir stærðfræðingar	Category:オーストリアの数学者
Flokkur:Jamaíkabúar	Category:ジャマイカの人物
Flokkur:Pakistanar	Category:パキスタンの人物
Flokkur:Svissneskir stjórnmálamenn	Category:スイスの政治家
Flokkur:Íslenskir stjórnmálamenn	Category:アイスランドの政治家
Flokkur:Írskir stjórnmálamenn	Category:アイルランドの政治家
Flokkur:8 f.Kr.	Category:紀元前8年
Flokkur:Fólk dáið árið 1988	Category:1988年没
Flokkur:Júgóslavar	Category:ユーゴスラビアの人物
Flokkur:Rússar	Category:ロシアの人物
Flokkur:Breskir stjórnmálamenn	Category:イギリスの政治家
Flokkur:Ástralskir stjórnmálamenn	Category:オーストラリアの政治家
Flokkur:Skotar	Category:スコットランドの人物
Flokkur:Ísraelskir stjórnmálamenn	Category:イスラエルの政治家
Flokkur:Ítalskir stjórnmálamenn	Category:イタリアの政治家
Flokkur:Indverskir stjórnmálamenn	Category:インドの政治家
Flokkur:Kanadískir stjórnmálamenn	Category:カナダの政治家
Flokkur:Ísraelar	Category:イスラエルの人物
Flokkur:Danskir fornleifafræðingar	Category:デンマークの考古学者
Flokkur:Túrkmenskir stjórnmálamenn	Category:トルクメニスタンの政治家
Flokkur:78 f.Kr.	Category:紀元前78年
Flokkur:Palestínskir stjórnmálamenn	Category:パレスチナの政治家
Flokkur:Franskir stjórnmálamenn	Category:フランスの政治家
Flokkur:Bandarískir íþróttamenn	Category:アメリカ合衆国のスポーツ選手
Flokkur:Finnskir stjórnmálamenn	Category:フィンランドの政治家
Flokkur:Tékkar	Category:チェコの人物
Flokkur:Nepalir	Category:ネパールの人物
Flokkur:77 f.Kr.	Category:紀元前77年
Flokkur:Stararætt	Category:カヤツリグサ科
Flokkur:Þýskir landfræðingar	Category:ドイツの地理学者
Flokkur:Franskir stjörnufræðingar	Category:フランスの天文学者
Flokkur:Borgir í Írak	Category:イラクの都市
Flokkur:Skáldsagnapersónur	Category:架空の人物
Flokkur:Franskir efnafræðingar	Category:フランスの化学者
Flokkur:Tyrkir	Category:トルコの人物
Flokkur:Írar	Category:アイルランドの人物
Flokkur:Ítalskir stjarnfræðingar	Category:イタリアの天文学者
Flokkur:Franskir stærðfræðingar	Category:フランスの数学者
Flokkur:Franskir náttúruvísindamenn	Category:フランスの博物学者
Flokkur:Hljómplötur gefnar út árið 1998	Category:1998年のアルバム
Flokkur:Grískir heimspekingar	Category:ギリシャの哲学者
Flokkur:Franskir hagfræðingar	Category:フランスの経済学者
Flokkur:Þýskir heimspekingar	Category:ドイツの哲学者
Flokkur:Skoskir rithöfundar	Category:スコットランドの著作家
Flokkur:Franskir sálfræðingar	Category:フランスの心理学者
Flokkur:Sund (landslagsþáttur)	Category:海峡
Flokkur:Breskir heimspekingar	Category:イギリスの哲学者
Flokkur:Ítalskir heimspekingar	Category:イタリアの哲学者
Flokkur:Pólskir heimspekingar	Category:ポーランドの哲学者
Flokkur:Franskir uppfinningamenn	Category:フランスの発明家
Flokkur:Enskir leikarar	Category:イングランドの俳優
Flokkur:Enskir knattspyrnuleikvangar	Category:イングランドのサッカー競技施設
Flokkur:San Francisco	Category:サンフランシスコ
Flokkur:Fólk dáið árið 1823	Category:1823年没
Flokkur:Norskir knattspyrnumenn	Category:ノルウェーのサッカー選手
Flokkur:Raftónlist	Category:電子音楽
Flokkur:Klassísk tónlist	Category:クラシック音楽
Flokkur:Rokk	Category:ロック
Flokkur:Djass	Category:ジャズ
Flokkur:Bandarísk tónlist	Category:アメリカ合衆国の音楽
Flokkur:Sænskir knattspyrnumenn	Category:スウェーデンのサッカー選手
Flokkur:Forngrísk heimspeki	Category:ギリシア哲学
Flokkur:Úrúgvæskir knattspyrnumenn	Category:ウルグアイのサッカー選手
Flokkur:Krossfiskar	Category:ヒトデ
Flokkur:Úkraínskir knattspyrnumenn	Category:ウクライナのサッカー選手
Flokkur:Júpíter	Category:木星
Flokkur:Fólk fætt árið 384 f.Kr.	Category:紀元前384年生
Flokkur:Þýskir stjarnfræðingar	Category:ドイツの天文学者
Flokkur:Þýskir verkfræðingar	Category:ドイツの工学者
Flokkur:DC Myndasögur	Category:DCコミック
Flokkur:Bjöllur	Category:甲虫
Flokkur:Granar	Category:ナマズ目
Flokkur:Indóevrópsk tungumál	Category:インド・ヨーロッパ語族
Flokkur:Þýskir uppfinningamenn	Category:ドイツの発明家
Flokkur:71 f.Kr.	Category:紀元前71年
Flokkur:Þýskir skriðdrekar	Category:ドイツの戦車
Flokkur:Setlagafræði	Category:堆積学
Flokkur:Norskir landkönnuðir	Category:ノルウェーの探検家
Flokkur:Ítalskir landkönnuðir	Category:イタリアの探検家
Flokkur:Portúgalskir landkönnuðir	Category:ポルトガルの探検家
Flokkur:Atferlishyggja	Category:行動主義心理学
Flokkur:Tölvuleikjapersónur	Category:コンピュータゲームの登場人物
Flokkur:Persónur í Harry Potter	Category:ハリー・ポッターシリーズの登場人物
Flokkur:Tórínó	Category:トリノ
Flokkur:Þýskir líffræðingar	Category:ドイツの生物学者
Flokkur:Þýskir dýrafræðingar	Category:ドイツの動物学者
Flokkur:Kol	Category:石炭
Flokkur:68 f.Kr.	Category:紀元前68年
Flokkur:Þýskir félagsfræðingar	Category:ドイツの社会学者
Flokkur:Mengjafræði	Category:集合論
Flokkur:Leikjafræði	Category:ゲーム理論
Flokkur:180-171 f.Kr.	Category:紀元前170年代
Flokkur:170-161 f.Kr.	Category:紀元前160年代
Flokkur:220-211 f.Kr.	Category:紀元前210年代
Flokkur:240-231 f.Kr.	Category:紀元前230年代
Flokkur:30-21 f.Kr.	Category:紀元前20年代
Flokkur:210-201 f.Kr.	Category:紀元前200年代
Flokkur:200-191 f.Kr.	Category:紀元前190年代
Flokkur:190-181 f.Kr.	Category:紀元前180年代
Flokkur:250-241 f.Kr.	Category:紀元前240年代
Flokkur:270-261 f.Kr.	Category:紀元前260年代
Flokkur:340-331 f.Kr.	Category:紀元前330年代
Flokkur:290-281 f.Kr.	Category:紀元前280年代
Flokkur:260-251 f.Kr.	Category:紀元前250年代
Flokkur:310-301 f.Kr.	Category:紀元前300年代
Flokkur:280-271 f.Kr.	Category:紀元前270年代
Flokkur:320-311 f.Kr.	Category:紀元前310年代
Flokkur:40-31 f.Kr.	Category:紀元前30年代
Flokkur:330-321 f.Kr.	Category:紀元前320年代
Flokkur:420-411 f.Kr.	Category:紀元前410年代
Flokkur:400-391 f.Kr.	Category:紀元前390年代
Flokkur:380-371 f.Kr.	Category:紀元前370年代
Flokkur:370-361 f.Kr.	Category:紀元前360年代
Flokkur:50-41 f.Kr.	Category:紀元前40年代
Flokkur:Japanskir myndlistarmenn	Category:日本の画家
Flokkur:450-441 f.Kr.	Category:紀元前440年代
Flokkur:470-461 f.Kr.	Category:紀元前460年代
Flokkur:480-471 f.Kr.	Category:紀元前470年代
Flokkur:490-481 f.Kr.	Category:紀元前480年代
Flokkur:60-51 f.Kr.	Category:紀元前50年代
Flokkur:590-581 f.Kr.	Category:紀元前580年代
Flokkur:560-551 f.Kr.	Category:紀元前550年代
Flokkur:70-61 f.Kr.	Category:紀元前60年代
Flokkur:Sænskir efnafræðingar	Category:スウェーデンの化学者
Flokkur:100-91 f.Kr.	Category:紀元前90年代
Flokkur:90-81 f.Kr.	Category:紀元前80年代
Flokkur:80-71 f.Kr.	Category:紀元前70年代
Flokkur:Breskir efnafræðingar	Category:イギリスの化学者
Flokkur:Stöðuvötn í Svíþjóð	Category:スウェーデンの湖
Flokkur:Forngrískir læknar	Category:古代ギリシアの医師
Flokkur:Forngrískir vísindamenn	Category:古代ギリシアの学者
Flokkur:1325	Category:1325年
Flokkur:1701	Category:1701年
Flokkur:1708	Category:1708年
Flokkur:1734	Category:1734年
Flokkur:1736	Category:1736年
Flokkur:1742	Category:1742年
Flokkur:1745	Category:1745年
Flokkur:1771	Category:1771年
Flokkur:1789	Category:1789年
Flokkur:1796	Category:1796年
Flokkur:Flugvellir	Category:空港
Flokkur:65 f.Kr.	Category:紀元前65年
Flokkur:Fólk dáið árið 1809	Category:1809年没
Flokkur:Flugvellir í Bandaríkjunum	Category:アメリカ合衆国の空港
Flokkur:1821	Category:1821年
Flokkur:Flugvellir í Danmörku	Category:デンマークの空港
Flokkur:1825	Category:1825年
Flokkur:Afturbolur	Category:腹部
Flokkur:Þjóðfánar	Category:国旗
Flokkur:1828	Category:1828年
Flokkur:1837	Category:1837年
Flokkur:Fólk fætt árið 1838	Category:1838年生
